A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,class
0.0,76.75,22.290000915527344,0.0,0.0,11.0,5.0,12.75,0.0,0.0,1.0,0.0,0.0,0.0,109.0,0.0
1.0,22.420000076293945,11.25,1.0,1.0,10.0,1.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,321.0,0.0
0.0,31.920000076293945,4.460000038146973,0.0,0.0,2.0,1.0,6.039999961853027,0.0,0.0,3.0,1.0,0.0,311.0,300.0,0.0
1.0,35.75,0.915000021457672,0.0,0.0,12.0,0.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,1583.0,0.0
0.0,39.5,4.25,0.0,0.0,0.0,2.0,6.5,0.0,0.0,16.0,1.0,0.0,117.0,1210.0,0.0
0.0,37.58000183105469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,43.25,3.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,11.0,1.0,0.0,80.0,0.0,0.0
0.0,36.66999816894531,3.25,0.0,0.0,8.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,102.0,639.0,0.0
1.0,46.66999816894531,0.4600000083446502,0.0,0.0,2.0,1.0,0.4149999916553497,0.0,0.0,11.0,0.0,0.0,440.0,6.0,0.0
0.0,26.670000076293945,2.7100000381469727,1.0,1.0,2.0,0.0,5.25,0.0,0.0,1.0,1.0,0.0,211.0,0.0,0.0
0.0,43.08000183105469,0.375,1.0,1.0,0.0,0.0,0.375,0.0,0.0,8.0,0.0,0.0,300.0,162.0,0.0
0.0,25.0,12.5,0.0,0.0,12.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,20.0,0.0,0.0
1.0,19.170000076293945,8.585000038146973,0.0,0.0,2.0,1.0,0.75,0.0,0.0,7.0,1.0,0.0,96.0,0.0,0.0
0.0,48.33000183105469,12.0,0.0,0.0,6.0,0.0,16.0,0.0,1.0,0.0,1.0,2.0,110.0,0.0,0.0
1.0,50.08000183105469,12.539999961853027,0.0,0.0,12.0,0.0,2.289999961853028,0.0,0.0,3.0,0.0,0.0,156.0,0.0,0.0
0.0,51.33000183105469,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1249.0,0.0
0.0,41.33000183105469,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,33.16999816894531,1.0399999618530271,0.0,0.0,7.0,1.0,6.5,0.0,1.0,0.0,0.0,0.0,164.0,31285.0,0.0
1.0,23.0,11.75,0.0,0.0,10.0,1.0,0.5,0.0,0.0,2.0,0.0,0.0,300.0,551.0,0.0
0.0,48.5,4.25,0.0,0.0,6.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,225.0,0.0,0.0
1.0,33.66999816894531,0.375,0.0,0.0,2.0,0.0,0.375,1.0,1.0,0.0,1.0,0.0,300.0,44.0,0.0
1.0,28.170000076293945,0.375,0.0,0.0,8.0,0.0,0.5849999785423279,0.0,0.0,4.0,1.0,0.0,80.0,0.0,0.0
0.0,51.41999816894531,0.0399999991059303,0.0,0.0,10.0,1.0,0.0399999991059303,0.0,1.0,0.0,1.0,0.0,0.0,3000.0,0.0
0.0,73.41999816894531,17.75,0.0,0.0,13.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.5,10.0,1.0,1.0,0.0,0.0,2.5,0.0,1.0,0.0,1.0,2.0,40.0,0.0,0.0
0.0,43.0,0.2899999916553497,1.0,1.0,2.0,1.0,1.75,0.0,0.0,8.0,1.0,0.0,100.0,375.0,0.0
0.0,23.170000076293945,11.125,0.0,0.0,10.0,1.0,0.4600000083446502,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0
0.0,37.33000183105469,6.5,0.0,0.0,6.0,1.0,4.25,0.0,0.0,12.0,0.0,0.0,93.0,0.0,0.0
0.0,35.16999816894531,4.5,0.0,0.0,10.0,1.0,5.75,1.0,1.0,0.0,0.0,2.0,711.0,0.0,0.0
1.0,18.420000076293945,9.25,0.0,0.0,8.0,0.0,1.2100000381469729,0.0,0.0,4.0,1.0,0.0,60.0,540.0,0.0
1.0,24.07999992370605,0.5,0.0,0.0,8.0,1.0,1.25,0.0,0.0,1.0,1.0,0.0,0.0,678.0,0.0
1.0,26.920000076293945,13.5,0.0,0.0,8.0,1.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,5000.0,0.0
0.0,31.28366706833969,3.5911394581077847,0.0,0.0,5.24518053804514,0.2516064873182864,2.216942701766928,0.0,1.0,0.0,0.1258032436591432,0.0,358.61616431974943,2.893474604160293,0.0
0.0,30.21243565425361,4.373512950392448,0.0,0.0,8.241077702354687,0.0,6.235129503924478,0.0,0.2529740992151045,1.494051801569791,0.0,0.0,337.5892229764532,0.0,0.0
0.0,24.690578369109613,8.274171979517329,0.5526571673806528,0.5526571673806528,5.920771158812819,0.0,2.854240907026941,0.0,0.0,6.657971502141958,0.0,0.0,163.5787426609548,0.5526571673806528,0.0
0.0,29.766338512773807,0.9331949996540226,0.0,0.0,2.453444000276782,1.453444000276782,3.0060579984777,0.0,0.4534440002767819,1.6396679991696543,0.0,0.0,0.0,0.0,0.0
0.1849227679539615,26.49417630367171,11.043733202362551,0.0,0.0,11.260308928184154,0.1849227679539615,2.745731194063303,0.0,0.8150772320460384,0.3698455359079231,0.1849227679539615,1.6301544640920769,16.301544640920767,0.0,0.0
0.0,22.402602503588863,1.070370526209521,0.0,0.0,0.1405675682607217,0.9297162158696392,2.3143530031300443,0.9297162158696392,0.9297162158696392,0.0702837841303608,0.0,0.0,127.43772972695712,0.0,0.0
0.0,21.340199277312998,1.5456150626067386,0.0128856110447135,0.0128856110447135,8.884029500597578,0.025771222089427,1.5,0.9871143889552864,0.9871143889552864,0.1030848883577082,0.9871143889552864,0.0,149.92268633373172,7.987114388955287,0.0
0.2683987166716085,21.58549839583951,3.368055078272994,0.2683987166716085,0.2683987166716085,9.268398716671609,0.0,1.7576627782433427,1.0,1.0,0.0,1.0,0.0,153.7575820334025,5.852810266627132,0.0
0.0,28.769905062774384,1.4558974674697889,0.0,0.0,6.088205065060423,0.7279487337348943,3.3719705310681767,0.0,0.0,1.7279487337348942,0.2720512662651057,0.0,186.7130765915672,0.0,0.0
0.0,21.686144723949138,1.1479313262824316,0.0,0.0,4.270719426075027,0.525475619324997,1.849441266805819,1.0,1.0,0.0,0.474524380675003,0.0,138.43953637485006,3.796195045400024,0.0
0.0,22.98949821164488,1.629622035912334,0.5754899847449229,0.5754899847449229,4.547060091530463,1.6980400610203086,3.110469520331107,0.4245100152550771,0.4245100152550771,0.5754899847449229,1.0,0.0,206.33038983219416,16.980400610203084,0.0
0.0013709720319561,38.64176985721306,0.2102262038377505,0.0027419440639122,0.0027419440639122,4.995887083904131,0.0095968042236929,0.0985931885896889,0.0013709720319561,1.0,0.0,0.0,0.0027419440639122,280.0274194406391,0.0,0.0
0.0934660500534345,18.755205677300857,0.9594614278324468,0.0,0.0,8.373864200213738,3.6261357997862618,0.322626580805242,0.9065339499465654,1.0,0.0,1.0,0.0,196.2613579978626,50.2812655058778,0.0
1.0,23.09118968667848,7.192378861750212,0.0,0.0,3.893145279735221,0.6844757867107966,0.4138810522635968,0.0,0.0,1.9465726398676104,0.3155242132892034,0.0,80.0,34.22378933553983,0.0
0.0,37.84752332439718,5.774651742215705,0.0,0.0,3.0703814163658087,0.8662023229542739,9.297562195509938,0.0,0.0,12.394427875451289,0.1337976770457261,0.0,401.8097512179602,0.9365837393200832,0.0
1.0,22.57999992370605,10.75,0.0,0.0,8.0,0.0,0.4149999916553497,0.0,0.0,5.0,0.0,0.0,0.0,560.0,0.0
1.0,25.170000076293945,2.875,0.0,0.0,10.0,1.0,0.875,0.0,1.0,0.0,1.0,0.0,360.0,0.0,0.0
1.0,46.08000183105469,3.0,0.0,0.0,0.0,0.0,2.375,0.0,0.0,8.0,0.0,0.0,396.0,4159.0,0.0
0.0,53.91999816894531,9.625,0.0,0.0,11.0,0.0,8.664999961853027,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
1.0,41.16999816894531,6.5,0.0,0.0,8.0,0.0,0.5,0.0,0.0,3.0,0.0,0.0,145.0,0.0,0.0
0.0,25.75,0.75,0.0,0.0,0.0,2.0,0.25,0.0,1.0,0.0,1.0,0.0,349.0,23.0,0.0
1.0,18.75,7.5,0.0,0.0,8.0,0.0,2.7100000381469727,0.0,0.0,5.0,1.0,0.0,0.0,26726.0,0.0
0.0,29.25,14.789999961853027,0.0,0.0,12.0,0.0,5.039999961853027,0.0,0.0,5.0,0.0,0.0,168.0,0.0,0.0
1.0,64.08000183105469,0.1650000065565109,0.0,0.0,13.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,232.0,100.0,0.0
1.0,29.5,0.4600000083446502,0.0,0.0,5.0,0.0,0.5400000214576721,0.0,0.0,4.0,1.0,0.0,380.0,500.0,0.0
0.0,25.170000076293945,3.5,0.0,0.0,2.0,0.0,0.625,0.0,0.0,7.0,1.0,0.0,0.0,7059.0,0.0
1.0,30.5,6.5,0.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,3065.0,0.0
1.0,41.0,2.039999961853028,1.0,1.0,8.0,1.0,0.125,0.0,0.0,23.0,0.0,0.0,455.0,1236.0,0.0
1.0,18.82999992370605,9.5,0.0,0.0,9.0,0.0,1.625,0.0,0.0,6.0,0.0,0.0,40.0,600.0,0.0
1.0,58.66999816894531,4.460000038146973,0.0,0.0,8.0,1.0,3.039999961853028,0.0,0.0,6.0,1.0,0.0,43.0,560.0,0.0
0.0,32.75,1.5,0.0,0.0,2.0,1.0,5.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1.0,58.33000183105469,10.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,14.0,1.0,0.0,0.0,1602.0,0.0
0.0,27.82999992370605,1.5,0.0,0.0,9.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,434.0,35.0,0.0
0.0,25.07999992370605,1.7100000381469729,0.0,0.0,10.0,0.0,1.6649999618530271,0.0,0.0,1.0,0.0,0.0,395.0,20.0,0.0
0.0,20.420000076293945,7.5,0.0,0.0,5.0,0.0,1.5,0.0,0.0,1.0,1.0,0.0,160.0,234.0,0.0
0.0,23.170000076293945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,42.83000183105469,4.625,0.0,0.0,8.0,0.0,4.579999923706055,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
0.0,32.08000183105469,4.0,0.0,0.0,6.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,360.0,0.0,0.0
0.0,21.82999992370605,11.0,0.0,0.0,10.0,0.0,0.2899999916553497,0.0,0.0,6.0,1.0,0.0,121.0,0.0,0.0
1.0,25.57999992370605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,290.0,2279.0,0.0
1.0,15.829999923706056,0.5849999785423279,0.0,0.0,0.0,1.0,1.5,0.0,0.0,2.0,1.0,0.0,100.0,0.0,0.0
0.0,29.57999992370605,4.5,0.0,0.0,9.0,0.0,7.5,0.0,0.0,2.0,0.0,0.0,330.0,0.0,0.0
1.0,21.5,6.0,0.0,0.0,12.0,0.0,2.5,0.0,0.0,3.0,1.0,0.0,80.0,918.0,0.0
0.0,21.0,3.0,1.0,1.0,1.0,0.0,1.0850000381469729,0.0,0.0,8.0,0.0,0.0,160.0,1.0,0.0
0.0,23.07999992370605,2.5,0.0,0.0,0.0,0.0,1.0850000381469729,0.0,0.0,11.0,0.0,0.0,60.0,2184.0,0.0
0.0,30.170000076293945,6.5,0.0,0.0,2.0,0.0,3.125,0.0,0.0,8.0,1.0,0.0,330.0,1200.0,0.0
0.0,32.83000183105469,2.5,0.0,0.0,2.0,1.0,2.75,0.0,0.0,6.0,1.0,0.0,160.0,2072.0,0.0
0.0,22.32999992370605,11.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,80.0,278.0,0.0
0.0,23.32999992370605,11.625,1.0,1.0,9.0,0.0,0.8349999785423279,0.0,1.0,0.0,0.0,0.0,160.0,300.0,0.0
0.0,25.5,0.375,0.0,0.0,6.0,0.0,0.25,0.0,0.0,3.0,1.0,0.0,260.0,15108.0,0.0
0.0,25.170000076293945,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
0.0,25.75,0.5,0.0,0.0,0.0,0.0,1.4600000381469729,0.0,0.0,5.0,0.0,0.0,312.0,0.0,0.0
1.0,60.58000183105469,16.5,0.0,0.0,8.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,21.0,10561.0,0.0
1.0,47.0,13.0,0.0,0.0,3.0,2.0,5.164999961853027,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1.0,36.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,456.0,0.0
0.0,19.32999992370605,9.5,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,60.0,400.0,0.0
0.0,39.58000183105469,13.914999961853027,0.0,0.0,9.0,0.0,8.625,0.0,0.0,6.0,0.0,0.0,70.0,0.0,0.0
0.0,40.0,6.5,0.0,0.0,12.0,2.0,3.5,0.0,0.0,1.0,1.0,0.0,0.0,500.0,0.0
1.0,18.82999992370605,9.539999961853027,0.0,0.0,12.0,0.0,0.0850000008940696,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0
0.0,44.8159423807746,10.242970274859957,0.0,0.0,6.0,0.3194599500254624,12.246345587200816,0.0,0.6805400499745375,3.8335194003055495,0.6805400499745375,1.361080099949075,104.56918084956712,0.0,0.0
0.0,18.0,0.1650000065565109,0.0,0.0,8.0,4.0,0.209999993443489,1.0,1.0,0.0,1.0,0.0,200.0,40.0,0.0
0.0,59.66999816894531,1.5399999618530271,0.0,0.0,8.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,260.0,0.0,0.0
0.0,23.07999992370605,11.5,0.0,0.0,3.0,0.0,3.5,0.0,0.0,9.0,1.0,0.0,56.0,742.0,0.0
1.0,26.07999992370605,8.664999961853027,0.0,0.0,12.0,0.0,1.4149999618530271,0.0,1.0,0.0,1.0,0.0,160.0,150.0,0.0
0.0,21.0,4.789999961853027,1.0,1.0,9.0,0.0,2.25,0.0,0.0,1.0,0.0,0.0,80.0,300.0,0.0
1.0,57.08000183105469,19.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,7.0,1.0,0.0,0.0,3000.0,0.0
1.0,47.41999816894531,3.0,0.0,0.0,10.0,0.0,13.875,0.0,0.0,2.0,0.0,0.0,519.0,1704.0,0.0
0.0,35.16999816894531,25.125,0.0,0.0,10.0,1.0,1.625,0.0,0.0,1.0,0.0,0.0,515.0,500.0,0.0
1.0,68.66999816894531,15.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,3376.0,0.0
0.0,33.16999816894531,1.0,0.0,0.0,10.0,0.0,0.75,0.0,0.0,7.0,0.0,0.0,340.0,4071.0,0.0
0.0,34.5,4.039999961853027,1.0,1.0,3.0,2.0,8.5,0.0,0.0,7.0,0.0,0.0,195.0,0.0,0.0
0.0,34.91999816894531,5.0,0.0,0.0,10.0,1.0,7.5,0.0,0.0,6.0,0.0,0.0,0.0,1000.0,0.0
0.0,38.66999816894531,0.209999993443489,0.0,0.0,5.0,0.0,0.0850000008940696,0.0,1.0,0.0,0.0,0.0,280.0,0.0,0.0
0.0,67.75,5.5,0.0,0.0,11.0,5.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,24.420000076293945,12.335000038146973,0.0,0.0,8.0,1.0,1.5850000381469729,0.0,1.0,0.0,0.0,0.0,120.0,0.0,0.0
0.0,22.57999992370605,10.039999961853027,0.0,0.0,10.0,0.0,0.0399999991059303,0.0,0.0,9.0,1.0,0.0,60.0,396.0,0.0
0.0,48.58000183105469,6.5,0.0,0.0,8.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,350.0,0.0,0.0
0.0,21.32999992370605,7.5,0.0,0.0,12.0,0.0,1.4149999618530271,0.0,0.0,1.0,1.0,0.0,80.0,9800.0,0.0
1.0,18.07999992370605,0.375,2.0,2.0,2.0,7.0,10.0,1.0,1.0,0.0,0.0,2.0,300.0,0.0,0.0
0.0,22.07999992370605,0.8299999833106995,0.0,0.0,0.0,1.0,2.164999961853028,1.0,1.0,0.0,0.0,0.0,128.0,0.0,0.0
0.0,26.170000076293945,0.25,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,20.75,10.335000038146973,0.0,0.0,2.0,1.0,0.3350000083446502,0.0,0.0,1.0,0.0,0.0,80.0,50.0,0.0
0.0,34.16999816894531,1.5399999618530271,0.0,0.0,2.0,0.0,1.5399999618530271,0.0,0.0,1.0,0.0,0.0,520.0,50000.0,0.0
1.0,46.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,960.0,0.0
0.0,23.25,1.5,0.0,0.0,8.0,0.0,2.375,0.0,0.0,3.0,0.0,0.0,0.0,582.0,0.0
1.0,22.82999992370605,2.289999961853028,0.0,0.0,8.0,1.0,2.289999961853028,0.0,0.0,7.0,0.0,0.0,140.0,2384.0,0.0
