V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,class
1.0,175.0,239.0,0.4409410059452057,0.8956059813499451,0.36940398812294,0.6234350204467773,0.8340889811515808,0.6168590188026428,0.2829309999942779,0.1881940066814422,0.1909600049257278,0.1113419979810714,0.0909759998321533,0.4760139882564544,0.6119599938392639,0.3964619934558868,0.1449840068817138,0.4079709947109222,0.1882189959287643,1
2.0,153.0,214.0,0.3951799869537353,0.7764840126037598,0.8566849827766418,0.2241950035095214,0.9030200242996216,0.6695770025253296,0.3737069964408874,0.5557720065116882,0.8471109867095947,0.1303060054779052,0.4355930089950561,0.4512729942798614,0.5141850113868713,0.6104689836502075,0.3120569884777069,0.1583839952945709,0.3698480129241943,1
3.0,18.0,396.0,0.7311149835586548,0.111064001917839,0.177727997303009,0.8745779991149902,0.4471229910850525,0.5377230048179626,0.225832000374794,0.0355609990656375,0.9832550287246704,0.7856850028038025,0.5922300219535828,0.2150200009346008,0.7560279965400696,0.6818910241127014,0.0150570003315806,0.2211329936981201,0.3487429916858673,1
2.0,87.0,274.0,0.5063620209693909,0.9380710124969482,0.8620550036430359,0.5345690250396729,0.4384190142154693,0.7398689985275269,0.1861360073089599,0.5811280012130737,0.2499960064888,0.7693510055541992,0.6305999755859375,0.0169730000197887,0.811581015586853,0.7981770038604736,0.541733980178833,0.1687660068273544,0.7746919989585876,1
1.0,178.0,381.0,0.7047039866447449,0.239546999335289,0.7833639979362488,0.8841570019721985,0.0990260019898414,0.9544289708137512,0.3163630068302154,0.7471269965171814,0.5266209840774536,0.1087820008397102,0.6578180193901062,0.2792139947414398,0.6356210112571716,0.0898440033197403,0.0937199965119361,0.2719840109348297,0.3570519983768463,1
2.0,170.0,157.0,0.2906869947910309,0.559785008430481,0.3915620148181915,0.3421840071678161,0.1848639994859695,0.8243669867515564,0.7843490242958069,0.2998799979686737,0.3206590116024017,0.8153899908065796,0.0895180031657219,0.3980790078639984,0.5474690198898315,0.5121790170669556,0.9818140268325806,0.1093290001153945,0.09791000187397,1
2.0,63.0,313.0,0.5813069939613342,0.3148350119590759,0.4758050143718719,0.1018299981951713,0.5956860184669495,0.4324609935283661,0.3113029897212982,0.6696649789810181,0.9844229817390442,0.4803799986839294,0.7582730054855347,0.1152990013360977,0.7421090006828308,0.0583879984915256,0.5593889951705933,0.8134390115737915,0.4657100141048431,1
3.0,148.0,492.0,0.910273015499115,0.9909279942512512,0.7227650284767151,0.139831006526947,0.6400290131568909,0.0249060001224279,0.95695298910141,0.1873130053281784,0.7695760130882263,0.7034639716148376,0.9891319870948792,0.895999014377594,0.555508017539978,0.9387419819831848,0.3788659870624542,0.3602310121059418,0.6440240144729614,0
3.0,21.0,14.0,0.0238659996539354,0.3429760038852691,0.3828929960727691,0.7626270055770874,0.2628389894962311,0.5967109799385071,0.7155020236968994,0.0045039998367428,0.3582670092582702,0.967503011226654,0.1569450050592422,0.5129269957542419,0.6972050070762634,0.883171021938324,0.909626007080078,0.2155040055513382,0.5894539952278137,1
2.0,4.0,470.0,0.8708450198173523,0.6741369962692261,0.2069640010595321,0.4704779982566833,0.9570689797401428,0.2542330026626587,0.5927579998970032,0.8713700175285339,0.0885170027613639,0.7099239826202393,0.0382129997014999,0.3513779938220978,0.253013014793396,0.7650910019874573,0.2641389966011047,0.9512460231781006,0.977918028831482,0
3.0,6.0,389.0,0.7211589813232422,0.9328960180282592,0.4381720125675201,0.3758679926395416,0.3075979948043823,0.7843019962310791,0.1385380029678344,0.8947200179100037,0.1115119978785514,0.3201499879360199,0.4637340009212494,0.9659259915351868,0.0198660008609294,0.2498520016670227,0.2535310089588165,0.6214150190353394,0.8973810076713562,0
3.0,97.0,406.0,0.7510889768600464,0.7042359709739685,0.9705510139465332,0.6428959965705872,0.5676509737968445,0.1938479989767074,0.1616189926862716,0.482217013835907,0.6647830009460449,0.8887019753456116,0.6767110228538513,0.9333860278129578,0.0380849987268447,0.5291680097579956,0.0975880026817321,0.9261379837989808,0.2342139929533004,0
1.0,125.0,408.0,0.752564013004303,0.0854659974575042,0.927964985370636,0.7297059893608093,0.6955299973487854,0.6310809850692749,0.5341989994049072,0.4021230041980743,0.3224830031394958,0.4507209956645965,0.1561000049114227,0.7357159852981567,0.6883230209350586,0.1883659958839416,0.7963190078735352,0.6605499982833862,0.9162859916687012,1
3.0,7.0,21.0,0.0354509986937046,0.1018050014972686,0.5186960101127625,0.5133060216903687,0.4242129921913147,0.2708449959754944,0.3229329884052276,0.3278219997882843,0.3838120102882385,0.6909809708595276,0.7854440212249756,0.5168700218200684,0.3899529874324798,0.1093960031867027,0.5605049729347229,0.1009629964828491,0.1625889986753463,1
3.0,98.0,197.0,0.3623670041561126,0.115898996591568,0.5803260207176208,0.3236710131168365,0.9739890098571776,0.8604289889335632,0.5880709886550903,0.958180010318756,0.2183489948511123,0.9159160256385804,0.3794479966163635,0.7362040281295776,0.8306419849395752,0.4559380114078522,0.4702799916267395,0.7290210127830505,0.2408210039138794,1
1.0,105.0,384.0,0.7109559774398804,0.883787989616394,0.1229970008134841,0.9052780270576476,0.2361930012702942,0.3670330047607422,0.78159099817276,0.3445650041103363,0.8173509836196899,0.712680995464325,0.5490260124206543,0.851186990737915,0.3068650066852569,0.2053979933261871,0.6457440257072449,0.8832859992980957,0.752249002456665,1
2.0,132.0,241.0,0.4475570023059845,0.8440690040588379,0.1770219951868057,0.0372800007462501,0.5291619896888733,0.7530030012130737,0.1618669927120208,0.7938609719276428,0.9185500144958496,0.3462420105934143,0.790145993232727,0.7595599889755249,0.3199819922447204,0.8290799856185913,0.3886480033397674,0.3503519892692566,0.71567302942276,1
1.0,79.0,52.0,0.0964389964938163,0.3761659860610962,0.3234350085258484,0.2716450095176697,0.9157580137252808,0.0965770035982132,0.6722090244293213,0.911199986934662,0.3217880129814148,0.2367710024118423,0.4030100107192993,0.6197760105133057,0.5020650029182434,0.9984830021858216,0.1608390063047409,0.264849990606308,0.4786640107631683,1
2.0,149.0,374.0,0.6923909783363342,0.533348023891449,0.2643269896507263,0.3878740072250366,0.1501089930534362,0.6652780175209045,0.6004760265350342,0.9971719980239868,0.0276050008833408,0.3642509877681732,0.1545470058917999,0.7908880114555359,0.9581969976425172,0.7301989793777466,0.9740030169487,0.9128819704055786,0.6748369932174683,1
1.0,129.0,105.0,0.1940519958734512,0.3950200080871582,0.5593839883804321,0.6405659914016724,0.8807209730148315,0.8580979704856873,0.4573880136013031,0.9595839977264404,0.5187410116195679,0.8145869970321655,0.4949409961700439,0.7740039825439453,0.8768699765205383,0.182119995355606,0.7597969770431519,0.4786239862442016,0.5830289721488953,1
2.0,122.0,234.0,0.4328910112380981,0.425832986831665,0.5134220123291016,0.1257240027189254,0.5543239712715149,0.5489500164985657,0.8779299855232239,0.422338992357254,0.4316239953041076,0.406682014465332,0.915345013141632,0.4146420061588287,0.3451020121574402,0.8929460048675537,0.1480139940977096,0.2980679869651794,0.9420269727706908,1
1.0,36.0,235.0,0.4360490143299103,0.6682609915733337,0.9959549903869628,0.1090890020132064,0.0349159985780715,0.2644790112972259,0.9925289750099182,0.70066899061203,0.4106959998607635,0.0004189999890513,0.3095549941062927,0.7316300272941589,0.699517011642456,0.143323004245758,0.2497200071811676,0.1291110068559646,0.823390007019043,1
3.0,104.0,167.0,0.30901700258255,0.0209139995276927,0.5551019906997681,0.7483779788017273,0.6294779777526855,0.8220760226249695,0.430754005908966,0.7854310274124146,0.9716100096702576,0.5246430039405823,0.001187999965623,0.8872830271720886,0.3204900026321411,0.8011090159416199,0.8289999961853027,0.8084579706192017,0.5002170205116272,1
2.0,59.0,149.0,0.2775259912014007,0.5213379859924316,0.3722389936447143,0.5616409778594971,0.7021669745445251,0.3752700090408325,0.75177001953125,0.447517991065979,0.5358840227127075,0.0176539998501539,0.5819240212440491,0.9899849891662598,0.3904260098934173,0.2816649973392486,0.9960820078849792,0.0177410002797842,0.96144700050354,1
3.0,118.0,507.0,0.9385340213775636,0.3188720047473907,0.3560520112514496,0.3868789970874786,0.6558679938316345,0.343528002500534,0.3334589898586273,0.5244989991188049,0.3141269981861114,0.9915120005607604,0.5968480110168457,0.7522420287132263,0.515421986579895,0.7334650158882141,0.2225629985332489,0.9169470071792604,0.2185849994421005,1
1.0,107.0,64.0,0.1174200028181076,0.1928790062665939,0.1932870000600814,0.1200900003314018,0.5730270147323608,0.3233650028705597,0.7058690190315247,0.8075839877128601,0.7000049948692322,0.845874011516571,0.5343970060348511,0.4621619880199432,0.6292709708213806,0.508404016494751,0.6248570084571838,0.2895779907703399,0.6646559834480286,1
1.0,62.0,303.0,0.5609679818153381,0.0483230017125606,0.8091890215873718,0.930970013141632,0.7867569923400879,0.0689399987459182,0.7300300002098083,0.782069981098175,0.2024489939212799,0.2791059911251068,0.3724089860916137,0.412649005651474,0.6472679972648621,0.6791319847106934,0.8999890089035034,0.8039169907569885,0.0251710005104541,1
3.0,53.0,49.0,0.0893570035696029,0.8849530220031738,0.3208349943161011,0.1325480043888092,0.3187719881534576,0.1561290025711059,0.814903974533081,0.1418150067329406,0.7003939747810364,0.8752989768981934,0.3766619861125946,0.675715982913971,0.9773319959640504,0.011820999905467,0.0609659999608993,0.8421099781990051,0.2846730053424835,1
1.0,140.0,350.0,0.6480569839477539,0.7228530049324036,0.2126470059156417,0.1554590016603469,0.6351969838142395,0.8392419815063477,0.982160985469818,0.763405978679657,0.6926770210266113,0.3832699954509735,0.4234899878501892,0.4382820129394531,0.5878139734268188,0.7470200061798096,0.4704580008983612,0.6762409806251526,0.1631190031766891,1
1.0,68.0,118.0,0.2170609980821609,0.2703329920768738,0.6100460290908813,0.3219209909439087,0.5717629790306091,0.21212799847126,0.1472029983997345,0.9495180249214172,0.0200360007584095,0.365211009979248,0.2134560048580169,0.3260999917984009,0.3828510046005249,0.1253159940242767,0.9972649812698364,0.7267879843711853,0.8146269917488098,1
1.0,121.0,494.0,0.9141770005226136,0.8395360112190247,0.2778249979019165,0.0506439991295337,0.1228749975562095,0.0807859972119331,0.5852289795875549,0.3877480030059814,0.4803470075130462,0.8955119848251343,0.4663650095462799,0.4467349946498871,0.1398880034685135,0.3203589916229248,0.3106809854507446,0.2290010005235672,0.4542680084705353,1
1.0,147.0,474.0,0.8766000270843506,0.1106040030717849,0.2249909937381744,0.3736709952354431,0.5621089935302734,0.3753310143947601,0.0790909975767135,0.4497700035572052,0.062899999320507,0.7694600224494934,0.8789349794387817,0.9508259892463684,0.0464520007371902,0.7063230276107788,0.9286680221557616,0.096911996603012,0.3246810138225555,1
2.0,95.0,427.0,0.7894719839096069,0.1008689999580383,0.0767579972743988,0.9929310083389282,0.9839410185813904,0.2043070048093795,0.4755609929561615,0.1313430070877075,0.8932819962501526,0.2220720052719116,0.0012819999828934,0.3103390038013458,0.7298150062561035,0.9379510283470154,0.8025060296058655,0.8680530190467834,0.0333629995584487,1
1.0,27.0,201.0,0.3718720078468323,0.7422119975090027,0.0630450025200843,0.1891600042581558,0.8461390137672424,0.8742330074310303,0.1438190042972564,0.1562959998846054,0.3538349866867065,0.3931210041046142,0.6338430047035217,0.7883710265159607,0.8562840223312378,0.6020190119743347,0.1686310023069381,0.5345219969749451,0.98751300573349,1
1.0,29.0,131.0,0.2406699955463409,0.8307390213012695,0.0219909995794296,0.9985499978065492,0.2944180071353912,0.7161700129508972,0.4155499935150146,0.9214149713516236,0.1394679993391037,0.0692560002207756,0.9814479947090148,0.2058759927749633,0.1942179948091507,0.5011330246925354,0.1817580014467239,0.6910840272903442,0.6157910227775574,1
1.0,60.0,540.0,0.9988150000572203,0.6609500050544739,0.7957940101623535,0.201660007238388,0.645861029624939,0.5586370229721069,0.4736199975013733,0.0170649997889995,0.0600019991397857,0.1676840037107467,0.5535789728164673,0.2658570110797882,0.1835130006074905,0.2775970101356506,0.6543089747428894,0.529666006565094,0.2943420112133026,1
1.0,1.0,502.0,0.9278249740600586,0.2528659999370575,0.2988379895687103,0.170521005988121,0.7359359860420227,0.4283249974250793,0.5679469704627991,0.474370002746582,0.2456749975681305,0.1042260006070137,0.8690909743309021,0.997518002986908,0.4486199915409088,0.3075219988822937,0.8583099842071533,0.7969970107078552,0.8698930144309998,0
3.0,47.0,24.0,0.0434449985623359,0.7556480169296265,0.23505499958992,0.7089729905128479,0.0742650032043457,0.6696739792823792,0.2920620143413543,0.3895579874515533,0.9852629899978638,0.9414920210838318,0.8163250088691711,0.6085439920425415,0.2098850011825561,0.1343860030174255,0.3254390060901642,0.6052709817886353,0.9832640290260316,1
2.0,3.0,519.0,0.960457980632782,0.3757739961147308,0.8873350024223328,0.4056819975376129,0.1659000068902969,0.6958770155906677,0.2678050100803375,0.3527910113334656,0.4820860028266907,0.6316419839859009,0.1812340021133422,0.3577640056610107,0.9337850213050842,0.9794600009918212,0.547773003578186,0.6994150280952454,0.537880003452301,1
1.0,179.0,23.0,0.0408160015940666,0.3227890133857727,0.4486500024795532,0.0747269988059997,0.3016290068626404,0.736361026763916,0.9049580097198486,0.7069209814071655,0.9654979705810548,0.731224000453949,0.8276309967041016,0.5393189787864685,0.2040300071239471,0.0236399993300437,0.5127679705619812,0.1048069968819618,0.8093010187149048,1
2.0,143.0,122.0,0.225148007273674,0.6265699863433838,0.5016090273857117,0.6864879727363586,0.8929839730262756,0.2412669956684112,0.057583000510931,0.499765008687973,0.4462369978427887,0.3393790125846863,0.4175840020179748,0.8257650136947632,0.7729269862174988,0.744612991809845,0.2798629999160766,0.2028190046548843,0.6376820206642151,1
2.0,44.0,256.0,0.4752379953861236,0.4907349944114685,0.1357589960098266,0.6625800132751465,0.0574439987540245,0.1601440012454986,0.6243720054626465,0.6125329732894897,0.2362129986286163,0.9873300194740297,0.4147219955921173,0.7883409857749939,0.0224179998040199,0.4952639937400818,0.2129539996385574,0.3490029871463775,0.7853779792785645,1
3.0,142.0,226.0,0.4169969856739044,0.1185680031776428,0.3900330066680908,0.4624890089035034,0.1568740010261535,0.3140960037708282,0.5514460206031799,0.8229550123214722,0.90243798494339,0.6528260111808777,0.8100510239601135,0.1427859961986541,0.8022119998931885,0.0271930005401372,0.3436059951782226,0.9132199883461,0.7904300093650818,1
3.0,75.0,57.0,0.1044659987092018,0.5718500018119812,0.8444589972496033,0.8462280035018921,0.6206910014152527,0.5623670220375061,0.0408429987728595,0.396014004945755,0.8820539712905884,0.1232749968767166,0.4077430069446563,0.0356240011751651,0.3139509856700897,0.7241870164871216,0.485271006822586,0.1147089973092079,0.7812520265579224,1
1.0,171.0,265.0,0.4890460073947906,0.6458489894866943,0.2213460057973861,0.5936070084571838,0.509784996509552,0.397830992937088,0.3400450050830841,0.362865000963211,0.2306299954652786,0.0613300018012523,0.7228170037269592,0.8034150004386902,0.9737759828567504,0.4378150105476379,0.0442849993705749,0.1125909984111785,0.6383569836616516,1
3.0,65.0,186.0,0.3436979949474334,0.8890830278396606,0.2636510133743286,0.9292600154876708,0.5976219773292542,0.3028880059719085,0.987758994102478,0.6267669796943665,0.2071540057659149,0.3223710060119629,0.0295509994029998,0.9512280225753784,0.4505560100078583,0.1929779946804046,0.1583420038223266,0.5732560157775879,0.3228650093078613,1
1.0,93.0,373.0,0.6914160251617432,0.5260289907455444,0.0823640003800392,0.1046760007739067,0.7894020080566406,0.805433988571167,0.6311100125312805,0.5971289873123169,0.2919830083847046,0.4132480025291443,0.6544709801673889,0.8730859756469727,0.0787490010261535,0.5705249905586243,0.6394299864768982,0.6780070066452026,0.9910410046577454,0
3.0,4.0,293.0,0.5419319868087769,0.1331470012664795,0.8516430258750916,0.6289989948272705,0.9217849969863892,0.7722709774971008,0.9421690106391908,0.3793950080871582,0.1270110011100769,0.4767909944057464,0.9973090291023254,0.1633339971303939,0.952148973941803,0.8199020028114319,0.9523239731788636,0.4940930008888244,0.6074609756469727,1
3.0,12.0,252.0,0.4661700129508972,0.5318869948387146,0.957593023777008,0.6822900176048279,0.92256098985672,0.7327479720115662,0.2778010070323944,0.1704629957675933,0.130399003624916,0.9283429980278016,0.2034109979867935,0.9081379771232604,0.2985000014305115,0.3954130113124847,0.9698709845542908,0.0543209984898567,0.6384050250053406,1
2.0,130.0,472.0,0.8740479946136475,0.2200710028409958,0.8093100190162659,0.9350330233573914,0.7437570095062256,0.7735000252723694,0.9942299723625184,0.3971480131149292,0.1525820046663284,0.7990130186080933,0.997044026851654,0.0879399999976158,0.923807978630066,0.2168779969215393,0.6827539801597595,0.5360749959945679,0.0077180000953376,1
2.0,119.0,329.0,0.6095830202102661,0.319489985704422,0.2119619995355606,0.6680939793586731,0.7836700081825256,0.1529529988765716,0.8214820027351379,0.9837290048599244,0.8583490252494812,0.0521269999444484,0.5124019980430603,0.100101999938488,0.7152349948883057,0.1837369948625564,0.830007016658783,0.9895240068435668,0.2444269955158233,1
3.0,17.0,316.0,0.5840579867362976,0.4334979951381683,0.3347930014133453,0.5632320046424866,0.0520029999315738,0.4203140139579773,0.1166659966111183,0.4617809951305389,0.687034010887146,0.8464199900627136,0.6841880083084106,0.5431489944458008,0.449517011642456,0.2837109863758087,0.1397099941968917,0.7068079710006714,0.3754439949989319,0
3.0,138.0,440.0,0.8157129883766174,0.8647500276565552,0.1984840035438537,0.4679569900035858,0.3739309906959533,0.9273269772529602,0.7968149781227112,0.5844060182571411,0.2349099963903427,0.8121849894523621,0.3188239932060241,0.2083680033683776,0.6849420070648193,0.9515870213508606,0.5099480152130127,0.9428859949111938,0.3852120041847229,1
2.0,123.0,446.0,0.8224220275878906,0.2475630044937133,0.3130429983139038,0.6203629970550537,0.2165410071611404,0.8775799870491028,0.1367969959974289,0.2535539865493774,0.6832119822502136,0.2037439942359924,0.2884970009326935,0.8329600095748901,0.6048629879951477,0.8860020041465759,0.6946960091590881,0.9091349840164183,0.4133000075817108,1
2.0,35.0,164.0,0.3042980134487152,0.2068900018930435,0.9377260208129884,0.1721370071172714,0.0985990017652511,0.2767640054225921,0.838234007358551,0.8070549964904785,0.7671970129013062,0.9498630166053772,0.3877420127391815,0.7044450044631958,0.8992909789085388,0.7354230284690857,0.7536259889602661,0.0088229998946189,0.687283992767334,1
3.0,131.0,40.0,0.0732259973883628,0.9516109824180604,0.4287160038948059,0.8119549751281738,0.5032050013542175,0.4132789969444275,0.0604260005056858,0.1120600029826164,0.083196997642517,0.1871950030326843,0.0983560010790824,0.6560670137405396,0.2224359959363937,0.1489180028438568,0.7644590139389038,0.8132590055465698,0.907833993434906,1
3.0,41.0,152.0,0.2803879976272583,0.2548780143260956,0.5640689730644226,0.9946510195732116,0.8139539957046509,0.6574299931526184,0.7258470058441162,0.7525690197944641,0.5851669907569885,0.5540810227394104,0.9014419913291932,0.8307890295982361,0.3039790093898773,0.6889330148696899,0.1321299970149994,0.4014610052108764,0.6784729957580566,1
2.0,62.0,294.0,0.5435490012168884,0.7099140286445618,0.7146430015563965,0.2674939930438995,0.5656129717826843,0.8607710003852844,0.597582995891571,0.7603930234909058,0.7972790002822876,0.9363489747047424,0.3685609996318817,0.0980850011110305,0.214706003665924,0.2761659920215606,0.5713639855384827,0.3623729944229126,0.2755039930343628,1
2.0,103.0,306.0,0.5665379762649536,0.6020449995994568,0.1534000039100647,0.3709399998188019,0.9162049889564514,0.607886016368866,0.1807339936494827,0.8828229904174805,0.8324379920959473,0.0749749988317489,0.2352059930562973,0.1847849935293197,0.167603999376297,0.083075001835823,0.7985349893569946,0.5057690143585205,0.2593759894371032,1
1.0,156.0,345.0,0.6384209990501404,0.371066004037857,0.4567089974880218,0.5558769702911377,0.3817090094089508,0.6449570059776306,0.1533380001783371,0.5008249878883362,0.2817470133304596,0.2392469942569732,0.4147480130195617,0.760237991809845,0.1323350071907043,0.9473339915275574,0.987650990486145,0.0434699989855289,0.4063299894332886,1
3.0,81.0,459.0,0.8499929904937744,0.6231340169906616,0.9014390110969543,0.7119380235671997,0.9157739877700806,0.3354499936103821,0.1668429970741272,0.7711589932441711,0.8412439823150635,0.1604710072278976,0.8414419889450073,0.0913579985499382,0.5448600053787231,0.3463099896907806,0.0664179995656013,0.3331100046634674,0.5799610018730164,1
1.0,53.0,445.0,0.8222519755363464,0.9145489931106568,0.264409989118576,0.0270939990878105,0.691120982170105,0.9718179702758788,0.6722509860992432,0.724062979221344,0.7386980056762695,0.514835000038147,0.2444339990615844,0.0386550016701221,0.2580820024013519,0.8175470232963562,0.6671779751777649,0.0741849988698959,0.467083990573883,1
1.0,26.0,17.0,0.0299949999898672,0.500944972038269,0.181439995765686,0.5019069910049438,0.0171649996191263,0.6838369965553284,0.239436000585556,0.694845974445343,0.7626680135726929,0.1186200007796287,0.6940979957580566,0.4893229901790619,0.3541289865970611,0.5278059840202332,0.7777130007743835,0.3091169893741607,0.2627280056476593,1
2.0,17.0,380.0,0.7023320198059082,0.7833170294761658,0.7972540259361267,0.4375410079956054,0.9956049919128418,0.1820790022611618,0.7805309891700745,0.008559999987483,0.7351729869842529,0.1887750029563903,0.04347899928689,0.0922230035066604,0.1257520020008087,0.2463770061731338,0.9301859736442566,0.3675110042095184,0.7528520226478577,1
2.0,159.0,173.0,0.3190259933471679,0.1471859961748123,0.1685570031404495,0.3245689868927002,0.5585330128669739,0.7382389903068542,0.4408630132675171,0.2781639993190765,0.7585179805755615,0.487949013710022,0.2446469962596893,0.2844290137290954,0.4280259907245636,0.3253380060195923,0.7567160129547119,0.2874610126018524,0.4033440053462982,1
3.0,88.0,538.0,0.9977589845657348,0.5805609822273254,0.6791210174560547,0.53022700548172,0.1841329932212829,0.4003080129623413,0.3541620075702667,0.3116990029811859,0.9585059881210328,0.6752660274505615,0.2185019999742508,0.4488449990749359,0.3066720068454742,0.6251890063285828,0.6576740145683289,0.2498160004615783,0.7037580013275146,0
3.0,39.0,418.0,0.7736870050430298,0.2617149949073791,0.0831720009446144,0.9514139890670776,0.2006399929523468,0.3330360054969787,0.6315709948539734,0.2793189883232116,0.538794994354248,0.2128729969263076,0.6304389834403992,0.8167309761047363,0.0658769980072975,0.6142479777336121,0.11302500218153,0.1483200043439865,0.0901060029864311,1
2.0,148.0,248.0,0.4575200080871582,0.7901099920272827,0.92112398147583,0.6248769760131836,0.8876960277557373,0.1370230019092559,0.6537709832191467,0.0665090009570121,0.556522011756897,0.7476279735565186,0.9259420037269592,0.9505199790000916,0.9410079717636108,0.7678700089454651,0.7245479822158813,0.8397930264472961,0.1799259930849075,1
3.0,89.0,273.0,0.5046449899673462,0.6560270190238953,0.426580011844635,0.9398080110549928,0.8251559734344482,0.3491730093955993,0.079023003578186,0.341372013092041,0.2420340031385421,0.7622860074043274,0.5351489782333374,0.4346829950809479,0.6345630288124084,0.7827249765396118,0.0277159996330738,0.6165860295295715,0.3367199897766113,1
1.0,74.0,425.0,0.7885000109672546,0.3927449882030487,0.8621119856834412,0.8153759837150574,0.6310750246047974,0.470086008310318,0.5285639762878418,0.9795349836349488,0.6494640111923218,0.38434699177742,0.1756529957056045,0.3442389965057373,0.70135897397995,0.301936000585556,0.9392679929733276,0.316415011882782,0.7017660140991211,1
2.0,84.0,537.0,0.9905189871788024,0.5925729870796204,0.593762993812561,0.8555449843406677,0.3291760087013244,0.284523993730545,0.7230859994888306,0.1450850069522857,0.4733310043811798,0.5230299830436707,0.6005330085754395,0.7240520119667053,0.2419279962778091,0.0421079993247985,0.5368239879608154,0.7090439796447754,0.4465549886226654,1
